629797991826722816	-2
630159517058142208	1
630542330827771904	-1
630636736746422272	-1
630807124872970240	0
631104156187627520	-1
623289728708792320	-2
626714507797094401	-2
628949369883000832	-1
628976607420645377	-2
629186282179153920	0
629226490152914944	2
629268678844887044	-1
629345637155360768	-2
629394528336637953	-1
629650766580609026	1
631543121407442946	-2
631792365590695936	-1
632078210960916480	-1
632374683334258688	-1
632411635626348544	0
632805868334153728	-1
632983468188696576	-1
633041928922132480	-2
633119630417129476	-1
633500866096574464	-2
633594289029808128	-2
634036617632546816	-2
634364883040006144	-1
634657299680858113	-2
634921865916452864	-1
634926683284336640	-1
635291912727953408	-1
635528136743092224	-1
635655006088249344	0
635795783099387904	1
635937822344507392	-1
636250751191355393	0
636628270172274688	-1
636842896524726273	-2
636861074256592896	-2
636978321222467584	-2
637430521191079936	-1
637807521500020737	-2
637968542915276800	0
638219008542535680	-2
638427398694830080	-1
638497802344091648	-1
638802315533766660	0
639102028296376320	-1
639160139820498944	1
639352599288877056	0
639451183342596096	-2
639595547490430976	0
639703605705113600	-1
639716079430967296	-2
639806669392777218	0
639935724033339393	1
640006224944230400	-1
640014309930758144	-2
640345491503378433	0
640668469315403776	-1
640698550951747584	-1
640736865499217920	-2
640740939397492736	-1
640871644844572672	-2
640894133465411585	-1
641093453372260352	-1
641203973559418880	-2
641238513304866817	-2
641295194583797765	0
641372287694823424	0
641382034678661120	-1
641399343824572416	-2
641404603376996352	-1
641419291657506816	0
641437601048752128	-2
641483505348804608	-2
641510138235367424	-1
641538169079369728	0
