629797991826722816	deepseek	-2	-1	-2
630159517058142208	deepseek	0	1	0
630542330827771904	deepseek	-2	-1	-2
630636736746422272	deepseek	-2	-1	-1
630807124872970240	deepseek	0	0	-1
631104156187627520	deepseek	-2	-1	-1
623289728708792320	deepseek	-2	-1	-2
626714507797094401	deepseek	-2	-2	-2
628949369883000832	deepseek	-1	-1	-1
628976607420645377	deepseek	-2	-2	-2
629186282179153920	deepseek	0	0	-1
629226490152914944	deepseek	1	2	1
629268678844887044	deepseek	-2	-1	-2
629345637155360768	deepseek	-2	-2	-2
629394528336637953	deepseek	-2	-2	-2
629650766580609026	deepseek	1	1	-1
631543121407442946	deepseek	-2	-2	-2
631792365590695936	deepseek	-2	-1	-2
632078210960916480	deepseek	-1	-1	0
632374683334258688	deepseek	-1	-1	-1
632411635626348544	deepseek	0	0	0
632805868334153728	deepseek	-2	-1	-2
632983468188696576	deepseek	-1	-1	-1
633041928922132480	deepseek	-2	-2	-2
633119630417129476	deepseek	-2	-1	-2
633500866096574464	deepseek	-2	-2	-2
633594289029808128	deepseek	-2	-1	-2
634036617632546816	deepseek	-2	-1	-1
634364883040006144	deepseek	-1	-1	-1
634657299680858113	deepseek	-2	-2	-2
634921865916452864	deepseek	-1	-1	-2
634926683284336640	deepseek	-2	-1	-1
635291912727953408	deepseek	-2	-1	-2
635528136743092224	deepseek	-1	-1	-1
635655006088249344	deepseek	0	0	-1
635795783099387904	deepseek	2	1	-1
635937822344507392	deepseek	-1	-1	-1
636250751191355393	deepseek	0	0	1
636628270172274688	deepseek	-1	-1	-1
636842896524726273	deepseek	-2	-1	-2
636861074256592896	deepseek	-2	-2	-2
636978321222467584	deepseek	-2	-2	-2
637430521191079936	deepseek	-1	-1	-1
637807521500020737	deepseek	-2	-1	-2
637968542915276800	deepseek	0	0	-1
638219008542535680	deepseek	-2	-2	-2
638427398694830080	deepseek	-1	-1	-1
638497802344091648	deepseek	1	-1	1
638802315533766660	deepseek	0	0	-1
639102028296376320	deepseek	1	-1	1
639160139820498944	deepseek	-1	0	-1
639352599288877056	deepseek	0	-1	-1
639451183342596096	deepseek	-2	-2	-2
639595547490430976	deepseek	0	0	-1
639703605705113600	deepseek	-1	1	-2
639716079430967296	deepseek	-1	-1	-1
639806669392777218	deepseek	-1	0	-1
639935724033339393	deepseek	1	1	-1
640006224944230400	deepseek	-1	-1	-1
640014309930758144	deepseek	-2	-2	-2
640345491503378433	deepseek	-2	0	-1
640668469315403776	deepseek	-1	-1	-1
640698550951747584	deepseek	-1	-1	-1
640736865499217920	deepseek	-2	-2	-2
640740939397492736	deepseek	1	0	-1
640871644844572672	deepseek	-2	-2	-2
640894133465411585	deepseek	-1	-1	-1
641093453372260352	deepseek	-1	-1	-1
641203973559418880	deepseek	-2	-2	-2
641238513304866817	deepseek	-2	-1	-2
641295194583797765	deepseek	0	0	-1
641372287694823424	deepseek	0	0	-1
641382034678661120	deepseek	-1	-1	-1
641399343824572416	deepseek	-2	-2	-2
641404603376996352	deepseek	-2	-2	-2
641419291657506816	deepseek	0	0	0
641437601048752128	deepseek	-2	-2	-2
641483505348804608	deepseek	-2	-1	-2
641510138235367424	deepseek	-1	-1	-1
641538169079369728	deepseek	0	0	0
