629797991826722816	olmo	-2	-2	-2
630159517058142208	olmo	0	0	1
630542330827771904	olmo	-2	-1	-2
630636736746422272	olmo	-2	-1	-2
630807124872970240	olmo	0	0	0
631104156187627520	olmo	-1	-1	-2
623289728708792320	olmo	-2	-1	-2
626714507797094401	olmo	-2	-2	-2
628949369883000832	olmo	-1	-1	-2
628976607420645377	olmo	-2	-2	-2
629186282179153920	olmo	0	0	-1
629226490152914944	olmo	2	1	1
629268678844887044	olmo	-1	-1	-2
629345637155360768	olmo	-2	-2	-1
629394528336637953	olmo	-2	-2	-2
629650766580609026	olmo	1	1	-1
631543121407442946	olmo	-2	-2	-2
631792365590695936	olmo	-2	-1	-1
632078210960916480	olmo	-1	0	-1
632374683334258688	olmo	-1	-1	-1
632411635626348544	olmo	0	0	0
632805868334153728	olmo	-1	-1	-2
632983468188696576	olmo	-1	-1	-1
633041928922132480	olmo	-2	-1	-2
633119630417129476	olmo	-1	-1	-2
633500866096574464	olmo	-2	-2	-2
633594289029808128	olmo	-2	-2	-2
634036617632546816	olmo	-2	-2	-2
634364883040006144	olmo	0	-1	-1
634657299680858113	olmo	-2	-2	-2
634921865916452864	olmo	-1	-1	-1
634926683284336640	olmo	-1	-1	-1
635291912727953408	olmo	-1	-1	-2
635528136743092224	olmo	-2	-1	-1
635655006088249344	olmo	0	0	-1
635795783099387904	olmo	1	1	1
635937822344507392	olmo	-1	-1	-1
636250751191355393	olmo	0	0	0
636628270172274688	olmo	-2	-1	-1
636842896524726273	olmo	-2	-1	-2
636861074256592896	olmo	-2	-2	-2
636978321222467584	olmo	-2	-2	-2
637430521191079936	olmo	-1	-1	-1
637807521500020737	olmo	-2	-2	-2
637968542915276800	olmo	0	0	-1
638219008542535680	olmo	-2	-1	-2
638427398694830080	olmo	-1	-1	-1
638497802344091648	olmo	1	0	2
638802315533766660	olmo	0	0	0
639102028296376320	olmo	-1	0	-1
639160139820498944	olmo	1	0	-1
639352599288877056	olmo	0	0	-1
639451183342596096	olmo	-2	-2	-2
639595547490430976	olmo	0	0	-1
639703605705113600	olmo	-1	0	-2
639716079430967296	olmo	-1	-1	-1
639806669392777218	olmo	0	0	-1
639935724033339393	olmo	1	0	1
640006224944230400	olmo	-1	-1	0
640014309930758144	olmo	-2	-2	-2
640345491503378433	olmo	-1	-1	-1
640668469315403776	olmo	-1	-1	-1
640698550951747584	olmo	-1	0	-1
640736865499217920	olmo	-2	-2	-2
640740939397492736	olmo	-1	0	-1
640871644844572672	olmo	-1	-1	-2
640894133465411585	olmo	-1	-1	-1
641093453372260352	olmo	-1	-1	-1
641203973559418880	olmo	-2	-2	-2
641238513304866817	olmo	-1	-1	-1
641295194583797765	olmo	0	0	0
641372287694823424	olmo	0	0	-1
641382034678661120	olmo	-1	-1	-1
641399343824572416	olmo	-2	-2	-2
641404603376996352	olmo	-2	-2	-2
641419291657506816	olmo	0	0	-1
641437601048752128	olmo	-2	-1	-2
641483505348804608	olmo	-2	-2	-2
641510138235367424	olmo	-1	0	-1
641538169079369728	olmo	0	0	0
